name,state,state_code,type,population,website,total_schools,total_students,mailing_address,grade_span,locale,csa_cbsa,domain_name,physical_address,phone,status,student_teacher_ratio,supervisory_union,county,created_at,updated_at,id
Deschutes County,Oregon,OR,County,203026,https://www.deschutes.org,,,,,,,,,,,,,,2025-11-08 10:58:36.698849+00,2025-11-08 10:58:36.698851+00,90d46c38-aab3-417b-bea1-cc8ff8f60c93
Tarrant County,Texas,TX,County,2135743,https://www.tarrantcountytx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.739169+00,2025-11-08 11:00:48.739171+00,90f5dbe6-17da-49e6-b88b-e0bf9611695d
Cleveland County,Oklahoma,OK,County,297545,https://clevelandcountyok.com,,,,,,,,,,,,,,2025-11-08 10:58:36.688581+00,2025-11-08 10:58:36.688584+00,914dbf13-1f90-4821-aa3e-efc1b6c474dd
City of Nampa,Idaho,ID,City,106289,https://www.cityofnampa.us,,,,,,,,,,,,,Canyon County,2025-11-08 10:50:28.464678+00,2025-11-08 10:50:28.464681+00,91559273-a569-4e62-88d0-0b3f4b592265
City of Dearborn,Michigan,MI,City,107846,https://cityofdearborn.org,,,,,,,,,,,,,Wayne County,2025-11-08 10:54:03.492486+00,2025-11-08 10:54:03.492489+00,91a236b6-e08d-41bb-940b-61a52c6fd0d6
Somerset County,New Jersey,NJ,County,346203,https://www.somersetcountynj.gov,,,,,,,,,,,,,,2025-11-08 10:55:47.458423+00,2025-11-08 10:55:47.458426+00,91bd7f2e-b714-4dc4-9b55-58fb8f3239dd
City of New York,New York,NY,City,8516202,https://www.nyc.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.788876+00,2025-11-08 10:57:06.788879+00,92f9bf60-4645-4fe2-bee0-5c2431ff3531
Schuylkill County,Pennsylvania,PA,County,143259,https://schuylkillcountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.219956+00,2025-11-08 10:59:17.219958+00,930c265c-750d-4dee-984a-167bd2ea7ced
Dane County,Wisconsin,WI,County,564777,https://danecounty.gov/,,,,,,,,,,,,,,2025-11-08 11:02:49.699749+00,2025-11-08 11:02:49.699752+00,938caa75-40f5-4154-9936-3a2cd34e0fed
City of Olathe,Kansas,KS,City,143720,https://www.olatheks.gov/home,,,,,,,,,,,,,Johnson County,2025-11-08 10:53:25.174504+00,2025-11-08 10:53:25.174507+00,939f7d65-dd54-45e8-b7a4-636648dcb6c5
City of Louisville/Jefferson County metro government,Kentucky,KY,City,627210,https://louisvilleky.gov,,,,,,,,,,,,,,2025-11-08 10:53:25.187895+00,2025-11-08 10:53:25.187897+00,93c14da1-c483-4c1e-a066-532dbb480cd8
Ouachita Parish,Louisiana,LA,County,158916,https://www.oppj.org,,,,,,,,,,,,,,2025-11-08 10:53:25.190615+00,2025-11-08 10:53:25.190618+00,93e27cc3-5735-42f5-81ee-281716171489
City of Knoxville,Tennessee,TN,City,193721,https://www.knoxvilletn.gov,,,,,,,,,,,,,Knox County,2025-11-08 11:00:16.952763+00,2025-11-08 11:00:16.952765+00,9424e8a0-a1b5-40a5-8508-eca5c9b349a5
City of Gresham,Oregon,OR,City,112818,https://www.greshamoregon.gov,,,,,,,,,,,,,Multnomah County,2025-11-08 10:58:36.701787+00,2025-11-08 10:58:36.70179+00,9458352e-d99f-4bff-819b-0cd2a62c9ca3
San Luis Obispo County,California,CA,County,281486,https://www.slocounty.ca.gov,,,,,,,,,,,,,,2025-11-08 10:48:36.926249+00,2025-11-08 10:48:36.926251+00,94820812-ea74-4b77-95d8-b9f4b5cc9888
Sheboygan County,Wisconsin,WI,County,117783,https://www.sheboygancounty.com,,,,,,,,,,,,,,2025-11-08 11:02:49.698881+00,2025-11-08 11:02:49.698884+00,9490f647-ab1a-47fd-a8fb-53f6f7d08e7a
Alameda County,California,CA,County,1651949,https://www.alamedaca.gov/,,,,,,,,,,,,,,2025-11-08 10:48:36.925375+00,2025-11-08 10:48:36.925377+00,953addb2-39fd-43c5-8988-584003589cd0
Cumberland County,New Jersey,NJ,County,152915,https://www.cumberlandcountynj.gov,,,,,,,,,,,,,,2025-11-08 10:55:47.458074+00,2025-11-08 10:55:47.458077+00,959651fe-4302-4ef7-ab44-7637208a479d
Dallas County,Iowa,IA,County,104136,https://www.dallascountyiowa.gov,,,,,,,,,,,,,,2025-11-08 10:52:36.67583+00,2025-11-08 10:52:36.675832+00,9658c64b-7bfd-4fc0-96b0-cef6a16eca04
Ulster County,New York,NY,County,182109,https://ulstercountyny.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.784839+00,2025-11-08 10:57:06.784842+00,96988756-cc5c-438a-9b0c-b74960f203e1
Gloucester County,New Jersey,NJ,County,304504,https://gloucestercountynj.gov,,,,,,,,,,,,,,2025-11-08 10:55:47.458136+00,2025-11-08 10:55:47.458139+00,96a2e8b1-369e-4486-82d6-e060922faaab
City of Fishers,Indiana,IN,City,100918,https://fishersin.gov/,,,,,,,,,,,,,Hamilton County,2025-11-08 10:51:55.201684+00,2025-11-08 10:51:55.201687+00,96c928ae-082f-4cf9-9941-112f8fde4b04
City of Fargo,North Dakota,ND,City,129064,https://fargond.gov,,,,,,,,,,,,,Cass County,2025-11-08 10:57:38.319318+00,2025-11-08 10:57:38.319321+00,97477e66-0823-4dc3-90c7-77f33f35e846
Lubbock County,Texas,TX,County,314633,https://www.lubbockcounty.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.742359+00,2025-11-08 11:00:48.742362+00,983cad0a-aff7-4fef-846b-230a46c5a030
Fresno County,California,CA,County,1012152,https://www.fresnocountyca.gov,,,,,,,,,,,,,,2025-11-08 10:48:36.926527+00,2025-11-08 10:48:36.926536+00,983ea373-a915-4fb8-8cd6-235a18ea920d
Douglas County,Oregon,OR,County,111807,https://douglascountyor.gov,,,,,,,,,,,,,,2025-11-08 10:58:36.698991+00,2025-11-08 10:58:36.698993+00,9895107b-393a-46f3-8b6d-a2f3fb98f488
Essex County,Massachusetts,MA,County,807258,https://essexcountywebsite.com,,,,,,,,,,,,,,2025-11-08 10:53:46.24622+00,2025-11-08 10:53:46.246223+00,98c04e31-aaf0-4b48-94f5-030f6ef49ccb
Arapahoe County,Colorado,CO,County,655709,http://www.co.arapahoe.co.us/,,,,,,,,,,,,,,2025-11-08 10:49:05.038899+00,2025-11-08 10:49:05.038902+00,9951de51-a112-46b9-a7b1-0de301218375
LaSalle County,Illinois,IL,County,109049,https://lasallecountyil.gov/,,,,,,,,,,,,,,2025-11-08 10:51:14.628153+00,2025-11-08 10:51:14.628155+00,99730bd5-84bd-492b-88cf-df4219ceaec0
Southeastern Connecticut Planning Region,Connecticut,CT,County,279025,https://secogct.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.719722+00,2025-11-08 10:49:43.719725+00,99f625a2-43a8-4e71-8ddb-17551dd1c6d4
Cabarrus County,North Carolina,NC,County,231262,https://www.cabarruscounty.us,,,,,,,,,,,,,,2025-11-08 10:57:38.305059+00,2025-11-08 10:57:38.305062+00,99f93662-c243-4755-b6bc-b43beb33f90d
Hernando County,Florida,FL,County,201512,https://www.hernandocounty.us,,,,,,,,,,,,,,2025-11-08 10:49:43.726716+00,2025-11-08 10:49:43.726719+00,9a9606cc-3876-4ad7-ae1d-af65a27e3cb8
Mercer County,Pennsylvania,PA,County,109852,https://www.mercercountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.21979+00,2025-11-08 10:59:17.219793+00,9a9c8c95-c426-4f9c-9906-62389205f7cb
Licking County,Ohio,OH,County,180311,https://lickingcounty.gov,,,,,,,,,,,,,,2025-11-08 10:58:14.227999+00,2025-11-08 10:58:14.228002+00,9ab38b0c-a362-406f-8f20-9b1c95e73dd3
Stafford County,Virginia,VA,County,160520,https://staffordcountyva.gov/,,,,,,,,,,,,,,2025-11-08 11:02:07.064594+00,2025-11-08 11:02:07.064596+00,9ac6d1a8-be78-4aa1-a7a5-7b988fd8936f
Montgomery County,Alabama,AL,County,227197,https://www.mc-ala.org,,,,,,,,,,,,,,2025-11-08 10:48:12.728687+00,2025-11-08 10:48:12.72869+00,9b06ffce-ea27-42df-ba75-5168ad218f0e
Bronx County,New York,NY,County,1419250,https://bronxboropres.nyc.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.784755+00,2025-11-08 10:57:06.784758+00,9ba9f4ef-9b63-4a5c-baac-8af95b5e81a2
Walworth County,Wisconsin,WI,County,105447,https://www.co.walworth.wi.us/,,,,,,,,,,,,,,2025-11-08 11:02:49.698612+00,2025-11-08 11:02:49.698615+00,9be6794c-ff02-4832-b5ad-8d90135c74cc
City of Providence,Rhode Island,RI,City,190214,https://www.providenceri.gov,,,,,,,,,,,,,Providence County,2025-11-08 11:00:02.964722+00,2025-11-08 11:00:02.964725+00,9c1f4986-8e48-4583-baa5-28fbee8a9185
City of Palm Bay,Florida,FL,City,125273,https://www.palmbayfl.gov,,,,,,,,,,,,,Brevard County,2025-11-08 10:49:43.727747+00,2025-11-08 10:49:43.727749+00,9ca819f7-2692-4b25-8c7a-cacaaf226274
Walton County,Georgia,GA,County,100361,https://www.waltoncountyga.gov,,,,,,,,,,,,,,2025-11-08 10:50:28.452879+00,2025-11-08 10:50:28.452881+00,9cc0be14-b7ee-4ae2-ac8e-a358ed78c004
City of San Buenaventura (Ventura),California,CA,City,109900,https://www.cityofventura.ca.gov,,,,,,,,,,,,,Ventura County,2025-11-08 10:49:05.027049+00,2025-11-08 10:49:05.027052+00,9cfe9f89-3d60-4b1b-a939-099dfa72a029
Wichita County,Texas,TX,County,129842,https://wichitacountytx.com,,,,,,,,,,,,,,2025-11-08 11:00:48.741593+00,2025-11-08 11:00:48.741596+00,9d4c7e1c-204c-4eb6-8946-71d0cb269163
Warren County,Ohio,OH,County,246364,https://www.warrencountyohio.gov/,,,,,,,,,,,,,,2025-11-08 10:58:14.227134+00,2025-11-08 10:58:14.227137+00,9d5392c0-c159-43f0-a8cb-2cfc37292564
City of Ontario,California,CA,City,178347,https://www.ontarioca.gov,,,,,,,,,,,,,San Bernardino County,2025-11-08 10:48:36.927039+00,2025-11-08 10:48:36.927041+00,9dfc1957-ccce-4688-8a70-55b14a276e13
Solano County,California,CA,County,450824,https://www.solanocounty.gov,,,,,,,,,,,,,,2025-11-08 10:48:36.924776+00,2025-11-08 10:48:36.92478+00,9e3f01ea-4c33-4800-8446-102ac71dc4f1
Hall County,Georgia,GA,County,208395,https://www.hallcounty.org/,,,,,,,,,,,,,,2025-11-08 10:49:43.73615+00,2025-11-08 10:49:43.736153+00,9e4be16a-13d4-4e1e-8ce4-ca8d1aed4003
Yellowstone County,Montana,MT,County,167340,https://www.yellowstonecountymt.gov,,,,,,,,,,,,,,2025-11-08 10:55:17.083935+00,2025-11-08 10:55:17.083937+00,9ec100d6-df18-4f13-83ad-d7c8ae5af41b
City of Wichita Falls,Texas,TX,City,102558,https://www.wichitafallstx.gov,,,,,,,,,,,,,Wichita County,2025-11-08 11:00:48.745823+00,2025-11-08 11:00:48.745825+00,9ef59743-ba7d-4754-bb3e-9ccbfc89f9fc
Worcester County,Massachusetts,MA,County,861664,https://www.worcesterma.gov,,,,,,,,,,,,,,2025-11-08 10:53:46.246281+00,2025-11-08 10:53:46.246283+00,9f73ea21-3b16-4388-93c4-fbebd61faa31
Grant County,Washington,WA,County,100428,https://www.grantcountywa.gov/,,,,,,,,,,,,,,2025-11-08 11:02:07.073847+00,2025-11-08 11:02:07.07385+00,9f74abc7-f370-468d-8a97-c19422ed1614
City of Torrance,California,CA,City,143499,https://www.torranceca.gov,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:48:36.927162+00,2025-11-08 10:48:36.927165+00,9f7698c3-a5c6-4c20-bda3-600c0306decf
Bibb County,Georgia,GA,County,156543,https://www.maconbibb.us,,,,,,,,,,,,,,2025-11-08 10:50:28.453101+00,2025-11-08 10:50:28.453103+00,9ffb9735-6cd5-487a-b982-211568b2124f
City of Grand Rapids,Michigan,MI,City,197768,https://www.grandrapidsmi.gov,,,,,,,,,,,,,Kent County,2025-11-08 10:54:03.492323+00,2025-11-08 10:54:03.492325+00,a1136157-88a0-4388-8cd0-0df5daeb6c48
Fairfax County,Virginia,VA,County,1144474,https://www.fairfaxcounty.gov/,,,,,,,,,,,,,,2025-11-08 11:02:07.063274+00,2025-11-08 11:02:07.063277+00,a1295667-88a4-418e-80cc-901de0795cb9
City of Greensboro,North Carolina,NC,City,298564,https://www.greensboro-nc.gov,,,,,,,,,,,,,Guilford County,2025-11-08 10:57:38.312514+00,2025-11-08 10:57:38.312517+00,a1b72b06-392d-4fa8-96a6-cdc04f0025ea
Larimer County,Colorado,CO,County,363561,https://www.larimer.gov,,,,,,,,,,,,,,2025-11-08 10:49:05.039024+00,2025-11-08 10:49:05.039027+00,a1b93237-2f46-402a-bafd-e640863dcb0b
Ocean County,New Jersey,NJ,County,646434,https://co.ocean.nj.us,,,,,,,,,,,,,,2025-11-08 10:55:47.458157+00,2025-11-08 10:55:47.458159+00,a306c413-e7c2-47f0-b3be-1b634f0b7d81
Terrebonne Parish,Louisiana,LA,County,107362,https://tpcg.org/,,,,,,,,,,,,,,2025-11-08 10:53:25.189678+00,2025-11-08 10:53:25.189681+00,a3180af1-9547-4495-a07f-e4c9806e3f8b
City of Lowell,Massachusetts,MA,City,114799,http://lowellma.gov,,,,,,,,,,,,,Middlesex County,2025-11-08 10:53:46.246926+00,2025-11-08 10:53:46.246928+00,a3c65ef1-85a6-456a-99a3-0d7c02eaa3ff
Lebanon County,Pennsylvania,PA,County,143592,https://www.lebanoncountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.220449+00,2025-11-08 10:59:17.220452+00,a3dd707f-c462-419c-89b4-141f333d4939
Imperial County,California,CA,County,179319,https://imperialcounty.org,,,,,,,,,,,,,,2025-11-08 10:48:36.925926+00,2025-11-08 10:48:36.925929+00,a45516a5-c946-4420-9f4d-c3c10ccb2dac
Sumter County,South Carolina,SC,County,104853,https://www.sumtercountysc.gov,,,,,,,,,,,,,,2025-11-08 11:00:02.967073+00,2025-11-08 11:00:02.967076+00,a456a71f-7788-4e57-8d30-566308509789
Allen County,Ohio,OH,County,101685,https://allencountyohio.com,,,,,,,,,,,,,,2025-11-08 10:58:14.228462+00,2025-11-08 10:58:14.228465+00,a46160a5-3010-4594-a963-5c77e96d0f92
Bell County,Texas,TX,County,379811,https://www.bellcountytx.com/,,,,,,,,,,,,,,2025-11-08 11:00:48.739004+00,2025-11-08 11:00:48.739007+00,a477ae72-50a1-47d4-a159-803f2c732197
Palm Beach County,Florida,FL,County,1507453,https://discover.pbcgov.org/Pages/default.aspx,,,,,,,,,,,,,,2025-11-08 10:49:43.726655+00,2025-11-08 10:49:43.726658+00,a47e49b7-ca24-4f04-90f2-1a841437453d
Providence County,Rhode Island,RI,County,658977,https://providencecountywebsite.com/,,,,,,,,,,,,,,2025-11-08 11:00:02.964591+00,2025-11-08 11:00:02.964594+00,a4839d6c-b3fe-4ba2-90b4-6fb395029658
St. Johns County,Florida,FL,County,292243,https://www.sjcfl.us,,,,,,,,,,,,,,2025-11-08 10:49:43.725709+00,2025-11-08 10:49:43.725711+00,a4c027e5-5ec3-4dae-a7d9-eebf3d9d6fd5
Anderson County,South Carolina,SC,County,207218,https://www.andersoncountysc.org,,,,,,,,,,,,,,2025-11-08 11:00:02.967031+00,2025-11-08 11:00:02.967033+00,a4dd6519-3804-4351-9b7f-24f7f87c0cb9
Charleston County,South Carolina,SC,County,414711,https://www.charlestoncounty.org,,,,,,,,,,,,,,2025-11-08 11:00:02.967462+00,2025-11-08 11:00:02.967465+00,a5a5b557-c35d-4cfb-acff-66fc54debc8b
Trumbull County,Ohio,OH,County,201367,http://www.co.trumbull.oh.us/,,,,,,,,,,,,,,2025-11-08 10:58:14.228039+00,2025-11-08 10:58:14.228042+00,a5f3db78-41b1-4514-bf25-64a236c23caf
Yavapai County,Arizona,AZ,County,241656,https://www.yavapaiaz.gov,,,,,,,,,,,,,,2025-11-08 10:48:29.67717+00,2025-11-08 10:48:29.677173+00,a60ea6c9-c6e4-4f22-a199-f3363876c30a
City of Pomona,California,CA,City,148391,https://www.pomonaca.gov,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:49:05.030528+00,2025-11-08 10:49:05.030531+00,a659e904-f737-4c40-b3fe-e7fa599229a2
City of Clearwater,Florida,FL,City,117075,https://www.myclearwater.com,,,,,,,,,,,,,Pinellas County,2025-11-08 10:49:43.729101+00,2025-11-08 10:49:43.729103+00,a65bc132-7ca6-4f27-b5f7-286bf133a734
Maui County,Hawaii,HI,County,164632,https://www.mauicounty.gov/,,,,,,,,,,,,,,2025-11-08 10:50:28.461662+00,2025-11-08 10:50:28.461665+00,a66ec0cd-9d4e-46ec-bf20-d0344aab6233
City of Allen,Texas,TX,City,107684,https://www.cityofallen.org,,,,,,,,,,,,,Collin County,2025-11-08 11:01:29.714111+00,2025-11-08 11:01:29.714113+00,a66ed91d-6c88-4179-8110-3122b34caa2a
City of Memphis,Tennessee,TN,City,629063,https://www.memphistn.gov,,,,,,,,,,,,,Shelby County,2025-11-08 11:00:16.954949+00,2025-11-08 11:00:16.954951+00,a68feb62-e6a9-424f-9ce0-0c1d17c06314
Greene County,Missouri,MO,County,301121,https://greenecountymo.gov,,,,,,,,,,,,,,2025-11-08 10:55:17.067817+00,2025-11-08 10:55:17.06782+00,a8247a57-f13a-48de-8320-b43ff6b8fb9b
Pennington County,South Dakota,SD,County,112081,https://pennco.org/,,,,,,,,,,,,,,2025-11-08 11:00:02.975079+00,2025-11-08 11:00:02.975082+00,a8d8c045-527d-47fb-bc8e-50d6587ad630
City of Oxnard,California,CA,City,201014,https://www.oxnard.gov,,,,,,,,,,,,,Ventura County,2025-11-08 10:49:05.025123+00,2025-11-08 10:49:05.025126+00,a90ce806-d0b7-4d56-8ee5-5f290eed7e5f
Navajo County,Arizona,AZ,County,107744,https://www.navajocountyaz.gov,,,,,,,,,,,,,,2025-11-08 10:48:29.677064+00,2025-11-08 10:48:29.677067+00,a922255c-aa01-4563-9c5b-2d9b7f10907f
Macon County,Illinois,IL,County,102591,https://maconcounty.illinois.gov/,,,,,,,,,,,,,,2025-11-08 10:51:14.627485+00,2025-11-08 10:51:14.627487+00,a9241f6b-0a46-4862-b8ee-24a91b1c0b67
City of Waco,Texas,TX,City,141925,https://www.cityofwaco.com,,,,,,,,,,,,,McLennan County,2025-11-08 11:01:29.721358+00,2025-11-08 11:01:29.721361+00,a99fcebd-84f2-423a-83b8-6d2c7fcd1cca
Lackawanna County,Pennsylvania,PA,County,215834,https://www.lackawannacounty.org,,,,,,,,,,,,,,2025-11-08 10:59:17.219333+00,2025-11-08 10:59:17.219336+00,a9e185a4-aaef-49c6-8f0e-8634a9eb7365
Ascension Parish,Louisiana,LA,County,128593,http://ascensionparish.net/,,,,,,,,,,,,,,2025-11-08 10:53:25.190234+00,2025-11-08 10:53:25.190237+00,aa4a9443-5bde-4b3c-8083-a741b6936d6e
City of Columbia,South Carolina,SC,City,138019,https://columbiasc.gov,,,,,,,,,,,,,Richland County,2025-11-08 11:00:02.969661+00,2025-11-08 11:00:02.969663+00,aa58aeed-672f-4bd4-b729-09c4e883ad8b
Black Hawk County,Iowa,IA,County,130693,https://www.blackhawkcounty.iowa.gov/,,,,,,,,,,,,,,2025-11-08 10:52:36.675522+00,2025-11-08 10:52:36.675525+00,aa5ff090-e579-4ef3-907e-43b850accbb0
Weld County,Colorado,CO,County,340711,https://www.weld.gov,,,,,,,,,,,,,,2025-11-08 10:49:05.03941+00,2025-11-08 10:49:05.039412+00,aab0c81b-5c73-4f1a-a88e-e72159fb60da
Rensselaer County,New York,NY,County,160341,https://www.rensco.com/,,,,,,,,,,,,,,2025-11-08 10:57:06.785311+00,2025-11-08 10:57:06.785314+00,aae54bbc-9e5d-4f02-aa2c-cc499c12578e
City of Springfield,Missouri,MO,City,169432,https://www.springfieldmo.gov,,,,,,,,,,,,,Greene County,2025-11-08 10:55:17.069189+00,2025-11-08 10:55:17.069191+00,aafb0205-cd88-49a4-8841-754ba466aca0
City of San Mateo,California,CA,City,103555,https://www.cityofsanmateo.org/,,,,,,,,,,,,,San Mateo County,2025-11-08 10:49:05.025857+00,2025-11-08 10:49:05.02586+00,ab6dde6a-6fee-4652-abd9-57eb7df60c97
City of San Bernardino,California,CA,City,221774,https://www.sbcity.org,,,,,,,,,,,,,San Bernardino County,2025-11-08 10:49:05.024723+00,2025-11-08 10:49:05.024726+00,ab708a19-da0b-44ef-99b6-a882a143e085
City of Los Angeles,California,CA,City,3857897,https://lacity.gov,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:49:05.025796+00,2025-11-08 10:49:05.025798+00,ab926b51-c33f-4275-b07c-8e0b0fec6a38
Kenosha County,Wisconsin,WI,County,168413,https://www.kenoshacountywi.gov,,,,,,,,,,,,,,2025-11-08 11:02:49.69946+00,2025-11-08 11:02:49.699463+00,abc04561-65e7-490c-a182-4dc7895be8b3
City of Murrieta,California,CA,City,111621,https://www.murrietaca.gov,,,,,,,,,,,,,Riverside County,2025-11-08 10:49:05.026349+00,2025-11-08 10:49:05.026352+00,abfc1857-8f0c-451e-bdc9-642c444b8550
Elkhart County,Indiana,IN,County,206868,https://www.elkhartcounty.com,,,,,,,,,,,,,,2025-11-08 10:51:55.197932+00,2025-11-08 10:51:55.197936+00,ac13210e-1111-4dae-a5e6-67a67560b187
City of Wichita,Kansas,KS,City,396488,https://www.wichita.gov,,,,,,,,,,,,,Sedgwick County,2025-11-08 10:53:25.174706+00,2025-11-08 10:53:25.174708+00,ac18a8c2-132a-4694-996e-137e9a4272e7
Boulder County,Colorado,CO,County,328317,https://www.bouldercounty.org,,,,,,,,,,,,,,2025-11-08 10:49:05.03945+00,2025-11-08 10:49:05.039453+00,ac1afeec-7c1d-4175-b0b9-f2afc9b3c48b
City of Lubbock,Texas,TX,City,261078,https://ci.lubbock.tx.us,,,,,,,,,,,,,Lubbock County,2025-11-08 11:01:29.721853+00,2025-11-08 11:01:29.721856+00,ac3292c8-d805-4ebf-91f9-2f41a09122fb
City of Lincoln,Nebraska,NE,City,291932,https://www.lincoln.ne.gov,,,,,,,,,,,,,Lancaster County,2025-11-08 10:55:47.43784+00,2025-11-08 10:55:47.437843+00,ac69733e-6bf6-4f35-a1fa-c5af76256bc8
Snohomish County,Washington,WA,County,834648,https://snohomishcountywa.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.074617+00,2025-11-08 11:02:07.074619+00,ac7475b8-4541-4311-8e17-88454e03af20
City of Jurupa Valley,California,CA,City,106244,https://www.jurupavalley.org,,,,,,,,,,,,,Riverside County,2025-11-08 10:49:05.026165+00,2025-11-08 10:49:05.026168+00,acd750ea-6e25-4ded-bab5-25a295c0b617
Butler County,Pennsylvania,PA,County,195870,https://www.butlercountypa.gov/,,,,,,,,,,,,,,2025-11-08 10:59:17.220552+00,2025-11-08 10:59:17.220555+00,acdd626e-43bd-4778-84a2-989302cc1b80
City of Atlanta,Georgia,GA,City,499287,https://www.atlantaga.gov,,,,,,,,,,,,,Fulton County,2025-11-08 10:50:28.456898+00,2025-11-08 10:50:28.456901+00,acf32de3-5a02-4994-a923-aa8af2373a21
Blair County,Pennsylvania,PA,County,121854,https://www.blairco.org/,,,,,,,,,,,,,,2025-11-08 10:59:17.21929+00,2025-11-08 10:59:17.219293+00,ad8b4934-8092-43bb-95b9-9707ff9a10b1
City of Alexandria,Virginia,VA,City,156788,https://www.alexandriava.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.068516+00,2025-11-08 11:02:07.068518+00,adc43f2d-26f3-40b3-971b-8259a5a3ff4a
City of Salem,Oregon,OR,City,176666,https://www.cityofsalem.net,,,,,,,,,,,,,Marion County,2025-11-08 10:58:36.700006+00,2025-11-08 10:58:36.700009+00,add1dec5-9def-4aba-8d81-b2dcd36d786e
Marathon County,Wisconsin,WI,County,138067,https://www.marathoncounty.gov,,,,,,,,,,,,,,2025-11-08 11:02:49.699583+00,2025-11-08 11:02:49.699586+00,ae3001db-16ea-4912-a603-82699bf429a5
Monongalia County,West Virginia,WV,County,106520,https://www.monongaliacounty.gov/,,,,,,,,,,,,,,2025-11-08 11:02:07.0796+00,2025-11-08 11:02:07.079603+00,ae9a3478-c128-4a14-8726-bec1d93652f7
Fayette County,Pennsylvania,PA,County,126967,https://www.fayettecountypa.org,,,,,,,,,,,,,,2025-11-08 10:59:17.219852+00,2025-11-08 10:59:17.219855+00,aea90369-bb22-4d94-adc2-de369a8f7ea9
Parker County,Texas,TX,County,158079,http://parkercountytx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.741373+00,2025-11-08 11:00:48.741376+00,aed4ba31-33cb-42f6-a893-934369779e9e
Eaton County,Michigan,MI,County,109000,https://www.eatoncounty.org,,,,,,,,,,,,,,2025-11-08 10:54:03.487624+00,2025-11-08 10:54:03.487627+00,aed85948-b7a6-4e9c-b847-76df3ab0da12
Onondaga County,New York,NY,County,471611,https://www.ongov.net,,,,,,,,,,,,,,2025-11-08 10:57:06.785757+00,2025-11-08 10:57:06.785759+00,aef86b6e-18f1-4935-91cf-09bb51e47e0a
Burlington County,New Jersey,NJ,County,464226,https://www.co.burlington.nj.us/,,,,,,,,,,,,,,2025-11-08 10:55:47.45826+00,2025-11-08 10:55:47.458263+00,af01fbc3-72f8-4844-ba55-94035522bfc3
City of Sugar Land,Texas,TX,City,109735,https://www.sugarlandtx.gov,,,,,,,,,,,,,Fort Bend County,2025-11-08 11:00:48.745356+00,2025-11-08 11:00:48.745358+00,af765b97-0ae9-4836-89a3-3c0f876e46e4
City of Ann Arbor,Michigan,MI,City,121179,https://www.a2gov.org/,,,,,,,,,,,,,Washtenaw County,2025-11-08 10:54:03.492405+00,2025-11-08 10:54:03.492407+00,afbc0b91-0ee5-4a29-93fa-66f4cec2f86d
City of Peoria,Illinois,IL,City,112126,https://www.peoriagov.org/,,,,,,,,,,,,,Peoria County,2025-11-08 10:51:14.628523+00,2025-11-08 10:51:14.628525+00,aff48c88-ed12-4605-968d-e98acfdb2990
Chester County,Pennsylvania,PA,County,540896,https://www.chesco.org/,,,,,,,,,,,,,,2025-11-08 10:59:17.220183+00,2025-11-08 10:59:17.220186+00,b03c6546-ad05-49b2-91cb-5a6436b6f9cf
Multnomah County,Oregon,OR,County,803863,https://www.multco.us/,,,,,,,,,,,,,,2025-11-08 10:58:36.698971+00,2025-11-08 10:58:36.698973+00,b077c518-cd24-4a89-837d-47f9a1984f7b
Clark County,Ohio,OH,County,135445,https://www.clarkcountyohio.gov,,,,,,,,,,,,,,2025-11-08 10:58:14.227919+00,2025-11-08 10:58:14.227922+00,b0cf1ae3-650e-4fa9-bd6d-01a17f8aa7e4
Allegan County,Michigan,MI,County,120913,https://www.allegancounty.org,,,,,,,,,,,,,,2025-11-08 10:54:03.486852+00,2025-11-08 10:54:03.486854+00,b10f1475-6a65-4235-81de-ba4b5b9d0aac
City of Simi Valley,California,CA,City,125769,https://www.simivalley.org,,,,,,,,,,,,,Ventura County,2025-11-08 10:49:05.026103+00,2025-11-08 10:49:05.026106+00,b136a1c0-ac10-481e-ba08-d2512f8ef4f9
City of Salinas,California,CA,City,161993,https://www.cityofsalinas.org,,,,,,,,,,,,,Monterey County,2025-11-08 10:49:05.028994+00,2025-11-08 10:49:05.028997+00,b168c47f-a1f2-4f32-8010-253ce7979d72
City of Albuquerque,New Mexico,NM,City,562488,https://www.cabq.gov,,,,,,,,,,,,,Bernalillo County,2025-11-08 10:56:20.020125+00,2025-11-08 10:56:20.020128+00,b188da06-dcc2-4b31-b8d6-a1ac6251e16c
